DATE,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SPREAD
2016.08.10,57920,58105,56820,56860,222175,650888,5
2016.08.11,57045,58590,57010,58590,217434,634205,5
2016.08.12,58455,58815,58035,58180,239450,653172,5
2016.08.15,58300,59405,58295,59055,200925,577207,5
2016.08.16,58880,59200,58585,58600,235372,640604,5
2016.08.17,59560,60610,59120,60610,236404,640543,5
2016.08.18,60285,60525,59885,60200,223119,644262,5
2016.08.19,59830,60335,59600,60300,178607,520164,5
2016.08.22,59875,59950,58580,58790,212402,602498,5
2016.08.23,59140,59630,58720,58800,232255,670743,5
2016.08.24,58680,59300,58335,58885,236362,682990,5
2016.08.25,58485,59085,58400,58680,228159,632305,5
2016.08.26,58705,59605,58080,58750,248135,672088,5
2016.08.29,58665,59875,58535,59550,211295,606192,5
2016.08.30,59490,59775,59080,59465,224919,622173,5
2016.08.31,59600,59740,58260,58260,265968,733081,5
2016.09.01,58595,59215,58410,59000,219414,591477,5
2016.09.02,59155,60560,58920,60410,202925,535333,5
2016.09.05,60405,60745,60190,60400,118275,338541,5
2016.09.06,60500,60850,59870,60825,211517,569070,5
2016.09.08,60550,61050,60405,60750,204705,552981,5
2016.09.09,60550,60550,58145,58200,263492,767040,5
2016.09.12,57820,59260,57820,59120,291905,785707,5
2016.09.13,58750,58800,57005,57420,315588,851984,5
2016.09.14,57765,57895,57200,57610,288580,749368,5
2016.09.15,57900,58690,57680,58290,218943,576900,5
2016.09.16,57805,58175,57270,57700,227512,631097,5
2016.09.19,58160,58530,57545,57880,201889,579188,5
2016.09.20,58165,58380,57995,58040,173838,473980,5
2016.09.21,58505,59055,57710,58940,250249,711537,5
2016.09.22,59105,59920,59015,59460,202137,575195,5
2016.09.23,59360,59625,58755,59050,212305,594035,5
2016.09.26,58550,58660,58200,58375,181342,507416,5
2016.09.27,58450,58820,57685,58805,215870,630708,5
2016.09.28,58980,59820,58635,59775,237216,713793,5
2016.09.29,59750,59890,58395,58440,277666,820977,5
2016.09.30,58520,59170,58405,58570,199283,552804,5
2016.10.03,58805,59805,58530,59580,220300,648267,5
2016.10.04,59580,59770,59020,59550,270548,788979,5
2016.10.05,59740,60670,59600,60235,199578,585023,5
2016.10.06,60090,60895,60050,60650,194696,556180,5
2016.10.07,60500,61405,60430,61280,260812,757635,5
2016.10.10,61450,61920,61355,61920,172302,507003,5
2016.10.11,61800,61800,60900,61005,208758,607119,5
2016.10.13,61800,62615,61455,62380,229545,684375,5
2016.10.14,62690,63315,62625,63175,212226,625777,5
2016.10.17,62950,64145,62905,64145,198674,584366,5
2016.10.18,64190,65190,63965,64960,249698,777404,5
2016.10.19,64860,65275,64450,64640,280939,836260,5
2016.10.20,64320,65125,63830,64995,297935,895351,5
2016.10.21,64700,65545,64455,65150,241305,739809,5
2016.10.24,65560,65810,64955,65170,246448,752739,5
2016.10.25,65040,65330,64255,64840,281393,847057,5
2016.10.26,64405,65000,64065,64990,310811,897318,5
2016.10.27,64810,65675,64750,65140,258843,772873,5
2016.10.28,65065,65745,64705,65280,328432,976505,5
2016.10.31,65235,66015,65225,65980,239842,738646,5
2016.11.01,66200,66320,63860,64110,351170,1104675,5
2016.11.03,63640,64420,62520,62590,335109,989270,5
2016.11.04,62590,63570,62250,62435,349295,1044878,5
2016.11.07,63665,65135,63500,65135,254638,789465,5
2016.11.08,64900,65620,64130,65000,370572,1129071,5
2016.11.09,63010,65155,62220,63940,513175,1430851,5
2016.11.10,64350,64950,61125,61735,482511,1380185,5
2016.11.11,61315,62390,59405,59900,467973,1120444,5
2016.11.14,59920,60565,58845,60440,441948,1190516,5
2016.11.16,61140,61605,59830,61605,462590,1146936,5
2016.11.17,61645,62115,60085,60280,381893,1020657,5
2016.11.18,59890,60750,59760,60450,355868,991581,5
2016.11.21,60800,61680,60715,61640,288188,789973,5
2016.11.22,62355,63075,61840,62675,299110,862668,5
2016.11.23,62520,62650,61630,62495,300411,835941,5
2016.11.24,62450,62665,61665,61730,154272,443052,5
2016.11.25,60995,62050,60700,61995,225926,644696,5
2016.11.28,61600,63380,61555,63380,276726,798258,5
2016.11.29,62955,62985,61210,61320,289950,859577,5
2016.11.30,62055,62925,61965,62250,346729,1039763,5
2016.12.01,61970,62040,59240,59675,386414,1188757,5
2016.12.02,59500,60620,58235,60450,388193,1091248,5
2016.12.05,60935,60960,59760,59905,313652,881021,5
2016.12.06,59240,61415,59000,61230,352789,996870,5
2016.12.07,61635,62150,61150,61580,330557,955761,5
2016.12.08,61900,62200,60550,60700,323007,938044,5
2016.12.09,60760,61350,60350,60600,320116,899387,5
2016.12.12,59995,60165,59050,59255,294723,845576,5
2016.12.13,59690,59945,58715,59430,326777,924264,5
2016.12.14,60100,60595,59030,59030,306477,833478,5
2016.12.15,59100,59805,58710,59640,301103,819873,5
2016.12.16,59640,60440,59415,59460,257965,740106,5
2016.12.19,59400,59685,58080,58100,249970,701262,5
2016.12.20,58230,58985,58030,58650,272943,778827,5
2016.12.21,58500,59120,58230,58540,253686,729827,5
2016.12.22,58450,58710,57805,58220,236511,659186,5
2016.12.23,58100,59190,58100,59140,191037,538464,5
2016.12.26,59050,59825,59025,59735,47666,162141,5
2016.12.27,59735,60090,59300,59620,176024,519397,5
2016.12.28,59755,60890,59675,60825,193970,605207,5
2016.12.29,60740,61175,60085,61040,205978,610118,5
2017.01.02,60890,60890,60205,60280,125431,409323,5
2017.01.03,60800,62800,60750,62705,318136,990636,5
2017.01.04,62590,62890,62170,62520,277498,800837,5
2017.01.05,62485,63280,62420,62655,234542,728070,5
2017.01.06,62680,62765,62170,62550,206007,660505,5
2017.01.09,62400,62945,62050,62490,213601,679103,5
2017.01.10,62650,63215,62605,63110,178468,578656,5
2017.01.11,63300,63490,62325,63130,260441,836532,5
2017.01.12,64350,65250,64280,64700,270577,831249,5
2017.01.13,64610,64795,63965,64400,214121,676552,5
2017.01.16,64125,64695,64000,64450,147077,475589,5
2017.01.17,64200,65320,64040,64860,242950,800884,5
2017.01.18,64810,65235,64500,64500,219637,720132,5
2017.01.19,64380,65050,64075,64735,236464,803721,5
2017.01.20,64600,65245,64545,65055,224895,746051,5
2017.01.23,65050,66435,65025,66435,216056,731314,5
2017.01.24,66385,66650,66030,66320,272180,919062,5
2017.01.26,67070,67150,66510,66585,215416,738901,5
2017.01.27,66600,66660,66290,66490,167165,575023,5
2017.01.30,66200,66290,64460,64570,251273,910382,5
2017.01.31,64675,65270,64525,64960,246074,856470,5
2017.02.01,65170,65905,64910,65150,235214,832992,5
2017.02.02,64980,65430,64420,64840,240430,844039,5
2017.02.03,64550,65630,64450,65345,234403,818726,5
2017.02.06,65250,65555,64060,64210,228923,815295,5
2017.02.07,64425,65035,64075,64220,220830,787044,5
2017.02.08,64500,65180,63835,65130,270483,999088,5
2017.02.09,65170,65450,64690,64950,260563,922473,5
2017.02.10,65340,66385,65180,66200,252656,908774,5
2017.02.13,66300,67165,66300,66920,232565,819260,5
2017.02.14,67000,67165,66250,66810,254195,899538,5
2017.02.15,68200,69180,68120,69055,235694,808141,5
2017.02.16,68810,69510,68675,68825,268474,968900,5
2017.02.17,68500,68880,68130,68640,228497,831716,5
2017.02.20,69100,69720,69015,69600,109784,414932,5
2017.02.21,69820,70150,69570,70150,196439,700177,5
2017.02.22,69820,69860,69215,69585,205618,721527,5
2017.02.23,69840,70480,68150,68300,294444,1088571,5
2017.02.24,67965,68130,67255,67530,261942,913265,5
2017.03.01,68215,68375,67670,67800,128889,445665,5
2017.03.02,67485,67680,66340,66590,258539,903544,5
2017.03.03,66690,67625,66375,67505,270819,912526,5
2017.03.06,67150,67635,66825,67130,248141,845267,5
2017.03.07,66995,67350,66300,66320,222641,795190,5
2017.03.08,66320,66500,65120,65310,258041,935444,5
2017.03.09,65105,65740,64810,65135,306561,1127091,5
2017.03.10,65520,66450,65075,65300,278250,943836,5
2017.03.13,65745,66300,65615,66050,229586,791322,5
2017.03.14,65745,66170,65290,65380,295996,1032574,5
2017.03.15,65820,66980,65060,66850,330693,1105615,5
2017.03.16,67100,67215,66015,66210,311355,1056228,5
2017.03.17,66410,66680,64595,64755,329403,1182219,5
2017.03.20,64695,65645,64120,65185,379931,1282204,5
2017.03.21,65385,65530,63155,63190,342728,1127761,5
2017.03.22,62880,64150,62630,63780,399737,1352276,5
2017.03.23,63790,64340,63145,63890,346480,1175369,5
2017.03.24,63750,64380,63490,64375,300548,1027082,5
2017.03.27,63640,64835,63350,64775,254549,854608,5
2017.03.28,64775,65180,64290,64705,281172,970202,5
2017.03.29,64780,65995,64640,65995,242056,801060,5
2017.03.30,65675,66080,65285,65605,265695,918723,5
2017.03.31,65275,65850,65045,65135,227837,795780,5
2017.04.03,65385,65590,64950,65560,229367,776358,5
2017.04.04,65295,65975,65115,65930,210461,718985,5
2017.04.05,66250,66320,64550,64695,286208,1053088,5
2017.04.06,64850,65070,63850,64330,272586,952129,5
2017.04.07,64180,65320,63965,64695,289777,1000582,5
2017.04.10,64570,65065,64085,64590,264970,908761,5
2017.04.11,64550,64920,63340,64670,362911,1315700,5
2017.04.12,65205,65475,64765,64910,279218,997972,5
2017.04.13,64745,65030,63705,63770,271684,948628,5
2017.04.17,64025,65525,63940,65525,246605,866786,5
2017.04.18,64970,65650,64680,65050,298660,992737,5
2017.04.19,65250,65530,64100,64230,298405,1052395,5
2017.04.20,64650,65085,64250,64630,296140,1063400,5
2017.04.24,65505,65690,65120,65420,237478,829268,5
2017.04.25,65500,66020,64705,65950,276389,1049539,5
2017.04.26,65755,66325,65475,65650,297199,1101587,5
2017.04.27,65890,66170,65030,65495,268120,995340,5
2017.04.28,65765,66245,65315,66200,216364,770919,5
2017.05.02,66500,67745,66310,67705,240811,873182,5
2017.05.03,67410,67530,66660,66710,290220,1096299,5
2017.05.04,66750,66780,65365,65365,278877,1025431,5
2017.05.05,65425,66525,65105,66440,270570,1022723,5
2017.05.08,66200,66740,65925,66380,246782,875121,5
2017.05.09,66540,67230,66400,66920,243140,920025,5
2017.05.10,67295,68205,67165,68090,245971,942222,5
2017.05.11,67985,68365,67745,68090,274771,1017458,5
2017.05.12,68150,69065,68150,68605,246993,908360,5
2017.05.15,68960,69205,68635,69140,248452,939791,5
2017.05.16,69250,69440,68655,69365,243074,943582,5
2017.05.17,69000,69065,67630,67985,298500,1157155,5
2017.05.18,61180,63655,57780,61490,313003,816541,5
2017.05.19,63300,63940,62015,63080,401518,1053322,5
2017.05.22,62510,62790,61040,62215,400289,1092465,5
2017.05.23,62000,63195,61510,63160,320409,1021890,5
2017.05.24,62890,64375,62725,63780,372720,1205803,5
2017.05.25,63610,64290,63000,63685,369341,1211497,5
2017.05.26,63450,64485,63225,64470,336353,1098724,5
2017.05.29,64270,64300,63740,64205,160871,520694,5
2017.05.30,64050,64370,63700,64200,272957,922092,5
2017.05.31,63930,64175,62760,62915,290566,1022003,5
2017.06.01,63000,63460,62285,62520,292342,1017003,5
2017.06.02,62755,63040,62265,62510,296696,1007808,5
2017.06.05,62500,62950,62050,62645,265130,901978,5
2017.06.06,62265,63455,62225,63130,283332,959121,5
2017.06.07,63180,63810,63020,63300,286460,1022562,5
2017.06.08,63380,63525,62415,62715,293689,1019733,5
2017.06.09,63000,63170,62120,62210,320616,1006445,5
2017.06.12,62140,62465,61280,61685,333384,1103008,5
2017.06.13,61980,62100,61470,61780,294246,1023621,5
2017.06.14,62885,63450,62370,62830,289056,1019641,5
2017.06.16,62700,62735,62130,62685,225577,820511,5
2017.06.19,62820,63185,62505,63065,242193,834905,5
2017.06.20,62840,62845,61330,61330,329459,1126064,5
2017.06.21,61590,62075,61360,61680,331268,1118726,5
2017.06.22,61735,62190,61585,62135,280516,967255,5
2017.06.23,62020,62230,61755,61950,242267,819334,5
2017.06.26,62175,63450,62155,63450,249921,860450,5
2017.06.27,63005,63190,62275,62450,313142,1098776,5
2017.06.28,62500,62835,62125,62775,280133,963732,5
2017.06.29,63210,63325,62365,63100,327867,1105329,5
2017.06.30,63350,63765,62980,63500,264155,927085,5
2017.07.03,63750,64080,63585,63890,179868,633910,5
2017.07.04,63745,64000,63660,63995,104023,383703,5
2017.07.05,63900,64115,63325,63785,278237,992533,5
2017.07.06,63595,63740,62925,62945,277951,1006296,5
2017.07.07,63140,63600,62615,62990,279029,1030850,5
2017.07.10,63080,63770,63000,63730,240646,834679,5
2017.07.11,63600,64500,63460,64390,266240,954983,5
2017.07.12,64505,65550,64390,65385,338733,1221995,5
2017.07.13,65240,65865,65225,65780,228018,805263,5
2017.07.14,65765,66180,65650,66035,226555,843643,5
2017.07.17,66060,66170,65590,65590,209128,749641,5
2017.07.18,65525,65895,65375,65895,226781,807327,5
2017.07.19,65890,66045,65265,65650,242471,868475,5
2017.07.20,65655,65950,65280,65355,251001,938849,5
2017.07.21,65300,65585,65015,65055,212516,779750,5
2017.07.24,65055,65570,65025,65535,214013,788404,5
2017.07.25,65955,66070,65650,65950,233400,847848,5
2017.07.26,66000,66225,65155,65155,291859,1100117,5
2017.07.27,65435,65960,65375,65545,269244,1003782,5
2017.07.28,65290,65875,65185,65870,219667,821184,5
2017.07.31,66200,66290,65905,65955,187072,689489,5
2017.08.01,66300,66885,66185,66885,230977,899586,5
2017.08.02,66630,67545,66495,67425,279604,1154439,5
2017.08.03,67410,67430,66810,66810,236346,949009,5
2017.08.04,66900,67290,66660,66900,250039,1028398,5
2017.08.07,67045,68240,66975,68225,244810,963838,5
2017.08.08,67900,68650,67805,67960,314910,1188267,5
2017.08.09,67510,67930,67345,67905,301672,1151433,5
2017.08.10,67505,67665,66715,66960,325776,1239115,5
2017.08.11,66695,67735,66355,66830,346093,1416198,5
2017.08.14,67360,68730,67210,68400,342402,1369122,5
2017.08.15,68400,68915,68320,68665,296954,1187367,5
2017.08.16,69710,69865,69160,69520,302944,1269874,5
2017.08.17,69320,69430,68710,68890,315016,1251855,5
2017.08.18,68890,69695,68780,69645,288951,1193045,5
2017.08.21,69850,69945,69320,69565,249712,1029242,5
2017.08.22,70400,71500,70320,71500,290473,1255482,5
2017.08.23,71060,71440,70760,71105,261374,1097194,5
2017.08.24,71185,72190,71185,72120,268581,1130075,5
2017.08.25,72270,72315,71590,71865,253690,1025176,5
2017.08.28,71755,72180,71645,71835,226443,914071,5
2017.08.29,71350,72255,71220,72210,226936,914212,5
2017.08.30,72215,72280,71400,71400,249338,1017652,5
2017.08.31,71785,71960,71120,71320,254680,1142136,5
2017.09.01,71650,72930,71635,72670,248940,1063519,5
2017.09.04,72300,72920,72255,72900,151116,627503,5
2017.09.05,73610,73865,72450,72770,358660,1645358,5
2017.09.06,73185,74380,73030,74380,325999,1429511,5
2017.09.08,74355,74530,73540,73750,258301,1115850,5
2017.09.11,74145,75275,74115,74990,291833,1221048,5
2017.09.12,74910,75930,74575,75220,393113,1711351,5
2017.09.13,74860,75725,74720,75550,449259,1781277,5
2017.09.14,75200,75490,74900,75025,374953,1501320,5
2017.09.15,75000,76385,74730,76365,310868,1327172,5
2017.09.18,76295,76915,76045,76485,369224,1532551,5
2017.09.19,76480,76765,75720,76505,369620,1551216,5
2017.09.20,76600,76870,75450,76460,476081,1807411,5
2017.09.21,76210,76800,75660,76010,410248,1704830,5
2017.09.22,75850,76145,75400,75615,338628,1443788,5
2017.09.25,75610,75785,74635,74645,368791,1489679,5
2017.09.26,74865,75345,74490,74525,382022,1613341,5
2017.09.27,74600,75035,73405,74150,415104,1793883,5
2017.09.28,73940,74320,73535,73620,391023,1598684,5
2017.09.29,73950,74815,73870,74605,375074,1602759,5
2017.10.02,74845,74870,74050,74565,396965,1674154,5
2017.10.03,74900,77165,74660,77105,464938,1988116,5
2017.10.04,76890,77320,76635,76825,430534,1801392,5
2017.10.05,77000,78270,76515,76635,479717,2012685,5
2017.10.06,76675,76975,75715,76170,452229,1695922,5
2017.10.09,76500,76570,75285,76135,352540,1354219,5
2017.10.10,76395,77170,76200,76855,499253,1892937,5
2017.10.11,76885,77145,76420,76775,407386,1585609,5
2017.10.13,77085,77555,76820,77000,369389,1455199,5
2017.10.16,77330,77430,76570,76800,337630,1343580,5
2017.10.17,76745,76940,76030,76240,315789,1271578,5
2017.10.18,77175,77595,76820,77435,319538,1209411,5
2017.10.19,76910,77095,76060,77040,379999,1445449,5
2017.10.20,77380,77755,77000,77000,390163,1518660,5
2017.10.23,77330,77350,75960,76120,418688,1665750,5
2017.10.24,76250,77165,76120,77100,473276,1822092,5
2017.10.25,77200,77600,76010,77325,520037,2116036,5
2017.10.26,77595,77760,76400,76600,520310,2101694,5
2017.10.27,76850,77305,76170,76525,531034,2043588,5
2017.10.30,76300,76390,74815,75365,465374,1747725,5
2017.10.31,75500,75700,74655,74750,476702,1887755,5
2017.11.01,75325,75815,74220,74220,475232,1820241,5
2017.11.03,74590,74790,73555,74450,591472,2086072,5
2017.11.06,74815,74945,74280,74800,470459,1697264,5
2017.11.07,74755,74805,72805,72895,547464,2042828,5
2017.11.08,73250,75030,73060,74820,521373,2031589,5
2017.11.09,74695,74800,73160,73375,641563,2202924,5
2017.11.10,73160,73490,72310,72820,499525,1696137,5
2017.11.13,72600,73235,72115,72940,500800,1790098,5
2017.11.14,73015,73270,71010,71245,588039,2025446,5
2017.11.16,71600,73280,71370,72830,562807,1979472,5
2017.11.17,72710,73985,72670,73700,510088,1677830,5
2017.11.21,74300,75425,74225,74790,460557,1693985,5
2017.11.22,74970,75385,74520,74850,583743,1899828,5
2017.11.23,74785,74900,74055,74700,323935,1103512,5
2017.11.24,74900,74980,74220,74220,307284,1104464,5
2017.11.27,74275,74445,73340,74345,416568,1430343,5
2017.11.28,74565,75220,74270,74500,527844,1857401,5
2017.11.29,74345,74700,72785,72800,617583,2216012,5
2017.11.30,73130,73155,71430,71930,668928,2183744,5
2017.12.01,71735,72620,71265,72340,672301,2337372,5
2017.12.04,72835,73895,72475,73020,555842,2087467,5
2017.12.05,72960,74310,72340,72500,644214,2371386,5
2017.12.06,72180,73575,71940,73480,739111,2642473,5
2017.12.07,73100,73185,71335,72440,749879,2707202,5
2017.12.08,73210,73480,72600,72645,455783,1551106,5
2017.12.11,73015,73440,72465,72990,481562,1736328,5
2017.12.12,72805,74405,71760,74305,570312,2103179,5
2017.12.13,75100,76000,73270,73510,698420,2345911,5
2017.12.14,73165,73480,72605,73075,563392,1904458,5
2017.12.15,72850,73820,72665,73065,536967,1850863,5
2017.12.18,73540,74265,73485,73910,426955,1449982,5
2017.12.19,73780,73790,72900,73240,418361,1412965,5
2017.12.20,73240,74175,73220,74100,351161,1257302,5
2017.12.21,74240,75925,73775,75870,462251,1730240,5
2017.12.22,75650,76045,75140,76045,338250,1249180,5
2017.12.26,75790,76495,75560,76460,328779,1097025,5
2017.12.27,76600,76930,76450,76605,289810,989740,5
2017.12.28,76880,76970,76735,76785,188356,685830,5
2018.01.02,77040,78420,76980,78295,297839,1080758,5
2018.01.03,78400,78970,78060,78400,404557,1434381,5
2018.01.04,78620,79710,78505,79185,455394,1713874,5
2018.01.05,79440,79630,78685,79630,493642,1745350,5
2018.01.08,79800,79925,79050,79840,438556,1599762,5
2018.01.09,79730,79945,79100,79235,413844,1550791,5
2018.01.10,78880,79020,78510,78675,440123,1541018,5
2018.01.11,78540,79850,78530,79805,408070,1489910,5
2018.01.12,79375,79900,79220,79705,508288,1786159,5
2018.01.15,79800,80285,79675,80275,322591,1148909,5
2018.01.16,80470,80645,79975,80185,519084,1909216,5
2018.01.17,80150,81660,80030,81600,474080,1739927,5
2018.01.18,81425,81710,80780,81200,532209,1978489,5
2018.01.19,81395,81800,81130,81465,467770,1775389,5
2018.01.22,81405,81980,81170,81890,418649,1533177,5
2018.01.23,81850,81975,80735,80850,523780,1998592,5
2018.01.24,81050,84175,81040,84045,816046,2960548,5
2018.01.26,84600,85915,84105,85795,690175,2488563,5
2018.01.29,85525,85620,84520,84795,575980,2013621,5
2018.01.30,84300,84840,84010,84715,594317,2191461,5
2018.01.31,84960,86400,84800,85250,629450,2272753,5
2018.02.01,85450,86255,84825,85630,691627,2478074,5
2018.02.02,84600,84865,83900,84265,659758,2342964,5
2018.02.05,83770,84470,81450,81450,764563,2738113,5
2018.02.06,81450,84565,80530,84340,1107001,3381811,5
2018.02.07,83895,84540,82550,82965,833310,2676212,5
2018.02.08,82550,83585,81100,81325,916308,3307428,5
2018.02.09,81490,82000,79650,81000,1054212,3279742,5
2018.02.14,83820,84745,83275,84445,450493,1452192,5
2018.02.15,85210,85640,84820,85115,678993,2414022,5
2018.02.16,85405,85505,84650,85500,589027,2057725,5
2018.02.19,85750,85875,85390,85635,285887,961263,5
2018.02.20,85150,87200,85025,86725,669997,2579676,5
2018.02.21,86605,88280,86470,86600,689821,2462940,5
2018.02.22,87005,88050,86755,87545,730812,2561739,5
2018.02.23,88000,88150,86860,88150,690315,2520946,5
2018.02.26,88590,89155,88045,88495,624757,2223619,5
2018.02.27,88170,88665,87370,87570,551350,1922580,5
2018.02.28,87570,87955,86000,86030,712020,2724475,5
2018.03.01,85800,87050,85285,86185,946623,3483976,5
2018.03.02,85680,86600,84555,86500,795439,2817660,5
2018.03.05,86300,86915,85685,86530,657792,2282344,5
2018.03.06,87205,87665,86105,86105,728625,2607599,5
2018.03.07,85650,86295,84990,86050,678475,2460970,5
2018.03.08,86205,86500,85030,85620,706354,2575410,5
2018.03.09,85440,87060,85350,86930,648731,2352886,5
2018.03.12,87300,87695,87090,87330,534360,1998927,5
2018.03.13,87610,87975,86590,87000,703174,2879627,5
2018.03.14,87435,87585,86200,86480,648438,2703192,5
2018.03.15,86530,86535,85160,85700,548773,2161331,5
2018.03.16,85440,86025,84925,84925,667382,2620801,5
2018.03.19,84525,85090,84065,84585,692639,2689117,5
2018.03.20,84795,84920,84135,84605,653334,2375072,5
2018.03.21,84455,85840,84380,85550,658700,2422313,5
2018.03.22,85350,85950,84520,84580,861004,3423482,5
2018.03.23,84285,85915,84205,85005,1018429,3370838,5
2018.03.26,85720,85940,84615,85715,834989,2701365,5
2018.03.27,85995,86100,83775,83820,930668,3138529,5
2018.03.28,83770,84340,83135,84135,919572,3450785,5
2018.03.29,84555,86040,84315,85800,651429,2513819,5
2018.04.02,85410,85960,84370,84990,790791,3065116,5
2018.04.03,85290,85685,84390,84510,824227,3292039,5
2018.04.04,83580,84980,82940,84980,829576,3191611,5
2018.04.05,86400,86620,85165,85390,694527,2726890,5
2018.04.06,84965,85350,83960,84900,899746,3339770,5
2018.04.09,85470,85470,83210,83395,725319,2774830,5
2018.04.10,83925,84810,83445,84810,825604,2976078,5
2018.04.11,84385,85665,84155,85665,651466,2428194,5
2018.04.12,85805,85900,85060,85435,602693,2350419,5
2018.04.13,85600,85715,84065,84095,665031,2323399,5
2018.04.16,84215,84670,82630,82630,737162,2588150,5
2018.04.17,83045,84225,82660,84100,678204,2475839,5
2018.04.18,85030,86885,85000,86200,576530,2194019,5
2018.04.19,86500,86730,85845,86475,805111,2878371,5
2018.04.20,86360,86700,85630,86700,628217,2315178,5
2018.04.23,86300,86445,85315,86390,622566,2372142,5
2018.04.24,86850,87290,85685,86130,821115,3130767,5
2018.04.25,85575,86000,84895,86000,790285,2689647,5
2018.04.26,86100,87370,85830,87275,571709,2073121,5
2018.04.27,87170,87785,86820,86970,590688,2287263,5
2018.04.30,87150,87350,86250,86260,445233,1538926,5
2018.05.02,86130,86330,84875,84995,649214,2222572,5
2018.05.03,85080,85110,83605,83705,779851,2850462,5
2018.05.04,83820,84210,83100,83600,702698,2660767,5
2018.05.07,83700,84140,82960,82960,614044,2213883,5
2018.05.08,83020,83900,82580,83735,839708,2983798,5
2018.05.09,84050,84950,83200,84750,738824,2758771,5
2018.05.10,84895,86680,84675,86315,700158,2439952,5
2018.05.11,86445,86840,85505,85865,684722,2483642,5
2018.05.14,85930,86480,85005,85850,675800,2366838,5
2018.05.15,85430,85925,84105,85780,849116,3083356,5
2018.05.16,85605,87070,85210,86845,681944,2424757,5
2018.05.17,86430,86590,83580,83790,857828,3075646,5
2018.05.18,84190,84290,81625,83125,989594,3486539,5
2018.05.21,83690,84205,81825,82305,892165,3182286,5
2018.05.22,82450,83735,81775,82905,913642,3240027,5
2018.05.23,82010,82395,80980,81280,863036,2796710,5
2018.05.24,79660,80550,79115,80295,883044,2882820,5
2018.05.25,80325,80895,78745,79090,844580,2987883,5
2018.05.28,78440,78685,75110,75200,848551,2751010,5
2018.05.29,74845,77370,74815,75980,1203184,4032400,5
2018.05.30,76360,77295,75570,77280,1146286,3607826,5
2018.06.01,77580,78300,75425,77710,1087909,3531076,5
2018.06.04,78115,78770,77920,78590,851373,2805336,5
2018.06.05,78390,78945,76410,76550,958075,3278807,5
2018.06.06,76845,77075,75365,75560,1015154,3264996,5
2018.06.07,75750,76155,71060,74050,1362285,4164448,5
2018.06.08,73915,74115,71545,72870,1358330,3783625,5
2018.06.11,72920,73740,71830,72110,1010204,3120233,5
2018.06.12,72100,73350,71600,72910,887095,2755129,5
2018.06.13,73715,73995,71715,73075,952901,2980977,5
2018.06.14,73190,73445,71765,72075,961224,2968676,5
2018.06.15,71800,72095,70140,71140,874611,2839354,5
2018.06.18,70570,70980,69925,70395,755894,2252467,5
2018.06.19,69250,72780,69225,71950,935477,3117016,5
2018.06.20,72240,73180,71670,73000,892256,2795065,5
2018.06.21,72440,72700,70220,70220,801306,2544453,5
2018.06.22,70700,71650,70400,70965,697642,2227002,5
2018.06.25,70820,72165,70225,71995,848096,2737668,5
2018.06.26,71720,72180,70630,71750,931179,2620331,5
2018.06.27,72025,72505,70505,70815,894819,2633253,5
2018.06.28,70840,72640,70650,72260,846201,2721923,5
2018.06.29,72820,73470,72520,72805,734709,2207268,5
2018.07.02,72400,73615,72170,73615,576806,1745880,5
2018.07.03,73825,75020,73645,74110,689293,2321514,5
2018.07.04,74090,75385,73790,75385,528983,1746256,5
2018.07.05,75700,75825,74070,74810,823917,2655828,5
2018.07.06,74600,75670,74305,75600,692559,2099711,5
2018.07.10,75820,76200,74600,74600,735515,2402404,5
2018.07.11,74295,75445,74210,74965,764169,2558097,5
2018.07.12,75180,76495,75060,76495,659221,2113591,5
2018.07.13,76400,77195,75800,77030,611602,2057204,5
2018.07.16,76840,77270,76375,77170,611174,1996996,5
2018.07.17,77050,78890,76760,78410,672823,2153482,5
2018.07.18,78360,78765,77340,77400,672707,2213206,5
2018.07.19,77245,78900,76105,78900,843129,2574537,5
2018.07.20,79320,80335,78500,78585,848570,2469190,5
2018.07.23,78715,78865,78015,78085,701848,2167460,5
2018.07.24,79050,79790,78945,79340,727923,2274762,5
2018.07.25,79290,80715,79140,80480,759628,2529241,5
2018.07.26,80500,80670,79230,79850,813131,2593527,5
2018.07.27,80200,80495,79610,80250,705108,2259252,5
2018.07.30,80295,80685,79850,80400,565597,1951550,5
2018.07.31,80335,80440,79130,79300,674408,2241081,5
2018.08.01,79195,79895,78870,79420,686755,2350184,5
2018.08.02,78800,80075,78535,79980,652733,2259362,5
2018.08.03,80500,81935,80255,81530,707874,2560000,5
2018.08.06,81615,82095,80985,81035,621045,2117260,5
2018.08.07,81660,81890,79945,80700,811764,2871311,5
2018.08.08,80580,80980,78805,78840,827445,2704930,5
2018.08.09,78960,79480,78110,78705,761588,2408733,5
2018.08.10,78040,78345,76020,76400,920792,3003544,5
2018.08.13,76200,77925,75400,77820,966281,3086241,5
2018.08.14,78120,78770,77605,78400,833787,2619115,5
2018.08.15,78655,78655,77470,77515,870527,2510113,5
2018.08.16,78065,78380,76990,77580,948028,2977570,5
2018.08.17,77105,77110,76205,76495,755753,2374842,5
2018.08.20,76810,77170,76125,77040,807976,2689973,5
2018.08.21,77300,77320,75310,75310,864059,2841710,5
2018.08.22,75500,77700,74840,77700,876404,3092507,5
2018.08.23,77410,77830,75950,76300,880874,3013745,5
